PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
06ABV,N1bk3r/pp1p1ppp/8/4P3/1b6/q1B2Q2/P4PPP/R3KB1R w KQ - 1 14,e1d2 a3b2 d2d1 b4c3,1636,75,95,15160,crushing deflection middlegame pin short,https://lichess.org/EYWqKl19#27,Scotch_Game Scotch_Game_Goring_Gambit
06ACU,7r/2p5/1ppp1k1p/6p1/1P1NPP1K/r6P/P4P2/R5R1 w - - 0 27,f4g5 h6g5 h4g4 h8h4,1197,89,55,50,doubleCheck endgame mate mateIn2 short,https://lichess.org/I6Whi6Kw#53,
06ACd,r4rk1/1R2R1pp/p1p2n2/8/8/8/q2N2PP/3Q3K b - - 2 23,f8f7 e7f7 a2f7 b7f7,1163,76,100,203,advantage middlegame short,https://lichess.org/qvVr7AJP/black#46,
06AFP,2r2rk1/4pp1p/p2p2p1/1ppP2Pn/4P1QP/1PB5/qPK2P2/3R3R b - - 1 19,b5b4 d1a1 a2a1 h1a1,1340,76,82,582,advantage middlegame short trappedPiece,https://lichess.org/TJxCIl33/black#38,Pirc_Defense Pirc_Defense_Classical_Variation
06AH0,4r1k1/pp3p1p/3p2p1/8/3n4/P2RN2q/1P6/1B1Q2K1 b - - 0 33,h3g3 e3g2 d4e2 d1e2 e8e2 d3g3,1096,77,100,363,advantage defensiveMove long middlegame,https://lichess.org/yPd41jI3/black#66,
06AKM,rn1q1bkr/pp4pp/2p5/4N3/3pP1Q1/2P5/P4PPP/R1B1K2R b KQ - 0 11,d4c3 g4e6,946,92,84,536,mate mateIn1 middlegame oneMove,https://lichess.org/fxZRMt9p/black#22,Slav_Defense Slav_Defense_Other_variations
06AM7,k1r1r3/pR1Qn3/Ppn2b2/2p1p3/4Pp2/2P2P2/1P4BK/8 b - - 1 43,e8d8 b7a7 c6a7 d7b7,1287,285,43,5,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/mKH3wLzF/black#86,
06AMx,8/1p3k1r/3p4/p1pP1KP1/P1r2P2/4R3/8/8 b - - 5 40,c4a4 g5g6 f7g8 e3e8 g8g7 e8e7,1939,77,86,149,crushing endgame exposedKing fork long rookEndgame,https://lichess.org/G38FRcFu/black#80,
06AOq,r1b2rk1/1p4pp/3p2q1/p2p1pB1/1n1Pp3/2Q1PP1N/PP4PP/2KR1B1R w - - 1 16,a2a3 b4a2 c1d2 a2c3,1173,77,83,805,crushing fork middlegame short,https://lichess.org/GNqMKxnq#31,English_Opening English_Opening_Kings_English_Variation
06APo,2b2rk1/p3p1bp/2pp2p1/1q6/3BQ3/1P6/PP3PPP/1K1R3R w - - 0 20,d4g7 c8f5 g7f8 f5e4,1126,76,88,1632,crushing middlegame pin short,https://lichess.org/NPq7r7Lv#39,
06ASh,r4rk1/ppp1Q1p1/2b1p2p/4Pn2/3pN3/P2B2Pq/1P3P1P/R4RK1 b - - 1 19,h3g4 e7e6 g8h8 f2f3 g4h5 g3g4 h5h4 g4f5,2334,77,92,4573,crushing fork middlegame veryLong,https://lichess.org/zVMk4oap/black#38,French_Defense French_Defense_Advance_Variation
06ATM,5rk1/1p2bpp1/p3p2p/P1npP3/3N1P2/2P1B3/6PP/1R4K1 b - - 2 24,f8b8 d4c6 b8e8 c6e7 e8e7 e3c5,1447,76,94,13594,crushing endgame long master,https://lichess.org/WlrwudRV/black#48,
06ATY,3r1rk1/ppp2qbp/2n1p1p1/3PPp2/2B1p3/1P2B2P/P1PQ1PP1/1K1R3R b - - 0 16,c6e5 d5e6 f7f6 d2d8,2089,109,83,26,crushing discoveredAttack middlegame short,https://lichess.org/lT1ixEXa/black#32,Indian_Defense Indian_Defense_Other_variations
06AZL,8/5k2/1p1p2pP/p2K1pP1/P1P5/1P6/8/8 w - - 1 52,d5d6 f5f4 d6c7 f4f3 c7b6 f3f2,824,87,71,89,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/qR9fe3mE#103,
06AZU,8/p7/r4n2/2p1bk2/3p1p1B/1P6/P3R2P/4R1K1 w - - 4 41,e2g2 f6g4 g2g4 f5g4 e1e5 g4h4,1991,80,71,45,advantage endgame long master,https://lichess.org/WYF2gfnh#81,
06Acy,r3kR2/p2b2p1/2p1p3/1p1pNp2/5n2/P7/1PP1B3/2K4R b - - 0 24,e8f8 h1h8 f8e7 h8a8,1625,76,92,526,advantage endgame short skewer,https://lichess.org/3ryjTkha/black#48,
06AiN,8/8/4Nb2/1p5p/2k2P1P/5KP1/8/8 w - - 3 52,g3g4 h5g4 f3g4 b5b4,1258,80,90,1137,crushing defensiveMove endgame master masterVsMaster short,https://lichess.org/P4iAYBd9#103,
06Aiy,r3k2r/pp1qpp1p/2n1b1pB/2p5/6P1/2nP1N1P/PQP2PB1/R3K2R b KQkq - 1 14,c3d5 b2h8,953,78,99,655,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/ser41dXL/black#28,Sicilian_Defense Sicilian_Defense_Closed
06AjY,5rk1/p3q1pp/5p2/Qp3b2/3p4/4p1P1/PP1K1PBP/3R3R w - - 0 25,f2e3 e7e3,1242,76,94,517,mate mateIn1 middlegame oneMove,https://lichess.org/QD9DdFup#49,
06Amy,8/p4k2/1p6/4P3/1P5Q/P1n1Bq2/5P2/6K1 w - - 1 49,h4f4 f3f4 e3f4 c3e2 g1g2 e2f4,782,76,100,326,advantage endgame fork long master,https://lichess.org/JnZxTqS1#97,
06Arl,r3r1k1/3n1R1p/2pq2p1/p3P3/1p6/2n4Q/P1B3PP/4R2K b - - 0 24,d7e5 h3h7,975,78,89,367,mate mateIn1 middlegame oneMove triangleMate,https://lichess.org/HP6lDWbw/black#48,
06Asm,5rk1/4b1pp/p1N1p3/2n5/r7/4B1PK/7P/3R1R2 b - - 1 26,f8f1 c6e7 g8f7 d1f1 f7e7 e3c5,1331,75,100,760,advantage hangingPiece intermezzo long middlegame,https://lichess.org/G7mnjrGp/black#52,
06Avi,r4rk1/1p1q1pbp/3p4/3NPp2/3Q4/5P2/PP4PP/2KR3R b - - 0 20,g7e5 d4e5 d6e5 d5f6 g8g7 f6d7,1501,76,98,4167,crushing fork long middlegame sacrifice,https://lichess.org/Uqi2ndZ8/black#40,
06Axz,r6k/2p2r2/p2p1pR1/1p2pP2/1P4P1/2PP3P/P1B4K/8 b - - 0 32,a8g8 g6g8 h8g8 c2b3 g8g7 b3f7,2101,119,82,22,advantage endgame long pin,https://lichess.org/1Su3xz5F/black#64,
06Ayt,5rk1/2p5/4p1q1/3p2pn/RP1P1r2/2P3N1/4QPP1/4R1K1 b - - 1 32,f4f2 e2h5 g6h5 g3h5,1854,78,40,63,crushing master masterVsMaster middlegame short,https://lichess.org/XnqsRkXr/black#64,
06B9V,2krr3/pppnQ1pp/8/3p4/8/2qP4/P1P2PPP/1RBK1B1R w - - 1 15,e7b4 e8e1,1456,81,89,207,mate mateIn1 middlegame oneMove,https://lichess.org/6G80HE59#29,Petrovs_Defense Petrovs_Defense_Other_variations
06BFo,r7/4k3/p3p3/1p2K3/1P3P2/P2R4/8/8 b - - 4 39,a6a5 d3h3 a8a6 h3h7,2498,81,86,671,crushing endgame quietMove rookEndgame short,https://lichess.org/06SstMU6/black#78,
06BHM,r5k1/3R1p2/pq1bp2p/2p3p1/P1Q1P3/1P3P2/2P1N1P1/6K1 w - - 4 26,c4d3 c5c4 d3d4 d6c5 g1f1 c5d4,1390,75,85,318,clearance crushing discoveredAttack endgame long pin,https://lichess.org/RHIrm4Fe#51,
06BNA,3Q1b1k/1p2Br1p/p5p1/2P2q2/1P2R3/P7/5PPP/R5K1 w - - 3 24,e7f8 f5f2 g1h1 f2f1 a1f1 f7f1,1090,77,89,1757,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/kelvfT7y#47,
06BNz,r4rk1/pp1nnp1p/6p1/1Np5/2P2PP1/5N2/P3Q2P/1qB2RK1 b - - 0 17,e7c6 c1a3 a8e8 f3e5,2325,88,7,46,advantage middlegame short,https://lichess.org/r0Ry1x5W/black#34,Sicilian_Defense Sicilian_Defense_Closed
06BXD,8/pp4pk/8/3p2q1/3Pb1P1/5rQ1/PP3P1P/2R1R1K1 w - - 4 24,g3e5 g5g4 e5g3 f3g3,1147,78,82,737,crushing endgame short,https://lichess.org/PVC4oSZn#47,
06BaP,4k3/2R5/4K3/2p1P3/3r4/8/8/8 b - - 1 65,c5c4 c7c8 d4d8 c8c4 d8b8 c4c6,2083,116,59,50,crushing defensiveMove deflection endgame long master rookEndgame,https://lichess.org/mEZ3wLU4/black#130,
06BcG,r2q1rk1/ppp1ppbp/2bp1np1/2n5/2B1P1P1/1PQ2P1P/PBPPN3/RN2K2R b KQ - 2 11,f6e4 c3g7,645,99,83,120,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/SCLspnEi/black#22,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations
06Bg4,5rr1/1p6/p6p/8/3N4/8/k3N2P/1R5K w - - 0 42,b1b7 f8f1 e2g1 f1g1,604,103,71,130,endgame mate mateIn2 short,https://lichess.org/ZCDaLzpB#83,
06Bhj,r7/4kp2/pqPRp3/1p3p2/8/1Q3PP1/6Kr/3R4 w - - 0 26,g2h2 b6f2 h2h3 a8h8,1416,75,95,259,endgame master mate mateIn2 short,https://lichess.org/zpydG2Pq#51,
06Bid,3q1rk1/2bbnpp1/1n2p2p/3pP3/2pP3N/2P3B1/2Q1NPPP/1B2K2R b K - 5 19,b6a4 c2h7,962,84,95,111,mate mateIn1 middlegame oneMove,https://lichess.org/Dbts0DLf/black#38,French_Defense French_Defense_Paulsen_Variation
06Bks,6k1/5ppp/4p3/p5q1/Pp1R4/1P2PP2/4QKPP/2r5 w - - 0 27,e2b5 c1c2 b5e2 c2e2,1157,81,93,759,crushing endgame master short,https://lichess.org/e7eCU7zz#53,
06Bop,r2q1rk1/1b2npbp/2p3pB/ppp3N1/4p2Q/P1NP4/1PP3PP/R4RK1 b - - 1 14,e7f5 f1f5 g6f5 h6g7 g8g7 h4h7,1686,74,94,599,advantage attraction discoveredAttack kingsideAttack long middlegame,https://lichess.org/NVGQwUXo/black#28,Sicilian_Defense Sicilian_Defense_Closed
06BqP,8/pp4Q1/1kp1qn2/3b4/P6P/8/6P1/1R5K b - - 4 34,b6a5 g7c7 a5a4 b1a1,2206,77,77,93,advantage endgame short,https://lichess.org/az9aA016/black#68,
06Bqq,5R1k/1p2N1b1/2pp2Q1/r6p/3qP3/pPN5/P1P5/1K6 b - - 6 33,g7f8 g6g8,927,81,57,140,endgame mate mateIn1 oneMove,https://lichess.org/MeGZx5qg/black#66,
06Brh,4r1k1/6pp/p1NR4/1r6/4b3/7P/P5P1/R5K1 w - - 0 31,a1e1 e4c6 e1e8 c6e8,1599,75,86,623,crushing endgame master short,https://lichess.org/Gjhxq9t5#61,
06Bt3,2r2r2/pp2ppkp/3pb1p1/3N2Pn/3QP3/5P2/qPP1B2P/2KR3R b - - 1 16,g7g8 d5e7,845,93,93,163,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/nNFBt88B/black#32,Sicilian_Defense Sicilian_Defense_Dragon_Variation
06BuX,3rr3/5ppp/1pQ1kn1q/3p4/3PP3/2K2P2/PPP4P/4R2R b - - 0 21,d8d6 e4d5 e6f5 c6d6 e8e1 h1e1,1281,74,99,1705,crushing doubleCheck long middlegame,https://lichess.org/DwBHEHIW/black#42,
06BwQ,5Q2/7p/p5b1/1p3p2/5q1k/2P5/PK4R1/8 w - - 4 55,f8b4 f4b4 c3b4 f5f4 b2c3 f4f3,1509,76,97,1752,crushing endgame long quietMove,https://lichess.org/CXjjLd2g#109,
06Bzf,8/1p2k3/p6R/6p1/1r6/2N5/3K4/8 b - - 4 50,g5g4 c3d5 e7f7 d5b4,1219,75,100,242,crushing endgame fork short,https://lichess.org/NrJZ9ubv/black#100,
06C0e,2r3k1/1QB1bppp/1p6/3pPb2/1P2n3/2PqPN2/P4PPP/RN2K2R w KQ - 1 20,b7b6 e4c3 b1c3 d3c3 f3d2 c3a1,1698,77,97,3282,crushing fork long middlegame,https://lichess.org/GmmjItpv#39,
06C4j,2Nr2k1/1b2bppp/np2p3/8/2B3q1/1P3N2/P2n1PPP/2RQ1RK1 w - - 0 18,f3d2 g4g2,874,78,85,126,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/RXuZxkNg#35,Queens_Indian_Defense Queens_Indian_Defense_Kasparov_Variation
06C5Z,8/8/p7/1p3k2/2pP1r1p/4KP2/PP5R/8 b - - 0 58,f5g5 h2g2 g5f5 g2g8 f4f3 e3f3,2331,85,90,1285,crushing endgame long quietMove rookEndgame,https://lichess.org/EuGGs1SH/black#116,
06CAz,r1b1r1k1/ppp1pp1p/5bpP/8/2Pq4/2NB1Q2/PP5P/R1B1K2R w KQ - 1 14,c1f4 e7e5 f4e3 d4d3,2326,76,87,682,advantage interference middlegame short,https://lichess.org/PAaaTbkJ#27,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
06CF2,1r2k2r/4bNp1/pq1pQ1Pp/5p1P/n2P4/2pB1b2/P1P2P2/K1BR2R1 w k - 3 26,c1a3 b6b2 a3b2 c3b2 a1b1 a4c3,1702,75,95,10829,advancedPawn long mate mateIn3 middlegame sacrifice,https://lichess.org/Ia5khwbO#51,
06CGE,6k1/5p1p/3rp1pP/1pR5/5P2/P2P4/KP1n4/3B3q b - - 0 34,h1d1 c5c8 d6d8 c8d8,899,94,69,28,endgame mate mateIn2 short,https://lichess.org/SjnXxbIG/black#68,
06CJD,4rk2/p6p/1pn5/5r2/8/1BP1B3/PP3PP1/4RK2 b - - 9 31,c6a5 e3h6,857,81,88,438,endgame mate mateIn1 oneMove,https://lichess.org/ZwGx65YB/black#62,
06CKT,4r1k1/5p2/5Bp1/7p/pR5P/1p6/r5PK/8 b - - 1 31,e8e2 b4b8 e2e8 b8e8 g8h7 e8h8,500,104,95,763,endgame long mate mateIn3,https://lichess.org/RxRfFmsp/black#62,
06CLu,2rb2k1/p4ppp/1p1P4/8/3Q2N1/7P/PP2r1q1/K5R1 b - - 4 28,g2e4 g4h6 g8f8 d4g7 f8e8 g7f7,1772,78,93,277,attackingF2F7 long mate mateIn3 middlegame pin,https://lichess.org/jlSIOJxg/black#56,
06CPT,4r1k1/pp3ppp/2p2n2/3p1QN1/3P1r2/2P3qP/PP6/R4R1K w - - 0 23,f1f4 e8e2 f4f2 g3f2 f5f2 e2f2,2221,75,92,1493,middlegame,https://lichess.org/J37mHXpN#45,
06CR5,r1bq1b1r/pp1n1kpp/2p1pn2/4B3/2BP1Q2/2N5/PPP2P1P/2KR2R1 b - - 3 15,d7e5 d4e5 d8c7 c3e4,2258,78,81,383,crushing middlegame short,https://lichess.org/qbZxFBA5/black#30,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
06CSu,rr4k1/q5pp/2p1p3/2P1Pp2/R2Pp3/2BbP3/PR4PP/3Q2K1 b - - 0 25,a7a4 b2b8 a8b8 d1a4,1139,84,93,1314,crushing middlegame short,https://lichess.org/OAsDcENW/black#50,
06CUg,3rr1k1/1p3pp1/p6p/8/Q1p1nq2/2P2N1P/PP3PP1/3RR1K1 b - - 9 29,d8d1 a4e8 g8h7 e1d1,1377,76,95,11266,crushing hangingPiece intermezzo middlegame short,https://lichess.org/DrREzZ2e/black#58,
06CYh,8/8/p1qkp1Q1/6P1/PP3n2/8/5P2/4R1K1 w - - 1 50,g6f6 c6g2,1246,77,56,274,endgame mate mateIn1 oneMove,https://lichess.org/N6K5l1fM#99,
06CZp,2kr3r/pppbq3/2np4/2bB1p1p/PP2P1pP/2PP4/6PK/RNBQ1R2 w - - 0 16,e4f5 e7h4,1861,77,68,272,mate mateIn1 middlegame oneMove,https://lichess.org/C2KFREIu#31,Bishops_Opening Bishops_Opening_Berlin_Defense
06Cdt,5k2/1Q6/p1p2p1p/P1P1p3/1P1bP1q1/3P4/2R3K1/5R2 w - - 0 38,g2h1 g4h3 c2h2 h3f1,1060,97,94,3215,endgame fork mate mateIn2 short,https://lichess.org/X15UbLBQ#75,
06Cdu,4r1k1/pp2r3/5p2/5p2/1bb2N2/1P4B1/P4PPP/3R1K1R w - - 0 25,b3c4 e7e1 d1e1 e8e1,651,96,77,90,mate mateIn2 middlegame short,https://lichess.org/awODamiQ#49,
06Cgs,8/1p4R1/1p2rB1p/2b2p1k/P5P1/4Pp1P/5P2/6K1 b - - 0 36,f5g4 h3g4,1068,95,92,228,endgame master mate mateIn1 oneMove,https://lichess.org/GflBxTwV/black#72,
06Cjf,5rk1/1R2p2p/3p2pn/p1pPPp2/2q2P2/6PP/1Q4B1/6K1 b - - 1 28,f8e8 e5d6 c4d4 b2d4 c5d4 d6e7,2107,86,73,45,advancedPawn advantage endgame long,https://lichess.org/FNkTr2se/black#56,
06CpY,8/R5pk/4bp1p/P6N/8/7P/r5PK/8 b - - 1 42,e6d5 h5f6 h7g6 f6d5,1641,77,96,19510,crushing endgame pin short,https://lichess.org/swjdreC7/black#84,
06Crp,8/p2qk1pp/Qpn1pp2/2b5/2P5/P3PN2/1B2KPPP/8 w - - 8 33,a6a4 c6d4 e3d4 d7a4,1219,75,97,437,crushing discoveredAttack endgame short,https://lichess.org/pml83hHS#65,
06Crt,8/6K1/5p1p/1k4nP/4Pp2/5P2/6P1/8 b - - 0 50,b5c4 g7h6 c4d4 h6g7 d4e5 h5h6 e5e6 h6h7 g5h7 g7h7,2533,92,75,59,advancedPawn crushing endgame knightEndgame veryLong,https://lichess.org/kDoocI6H/black#100,
06CsJ,3q1r1k/4b1p1/p2p1pPQ/2rBpP2/2p4R/7P/PP3P2/5RK1 b - - 0 26,g7h6 h4h6 h8g7 h6h7,926,103,95,691,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XDIU0d39/black#52,
06CtA,7k/4q1p1/7p/3Q4/3P4/p1P4P/6P1/6K1 w - - 1 34,d5a2 e7e3 g1h2 e3f4 g2g3 f4c1 a2g2 c1b2,2723,92,94,974,crushing endgame queenEndgame veryLong,https://lichess.org/vQHkZQNG#67,
06CtE,5rk1/pbp1R3/1p5p/5qpQ/2P5/2P3P1/P4PP1/4R1K1 w - - 3 30,h5h6 f5f2 g1h2 f2g2,1139,78,93,1004,endgame,https://lichess.org/eoBnoVMD#59,
06Cwn,8/6k1/1P1Q1pp1/8/5P2/4K1r1/4R3/5r2 w - - 5 63,e3d4 f1d1 d4c5 g3c3 c5b4 d1d6 b4c3 d6b6,1868,78,93,2608,advantage endgame queenRookEndgame veryLong,https://lichess.org/9kyWT7Ge#125,
06D3J,8/1pk2n1p/p7/4PPP1/P4K2/2P5/8/8 b - - 0 43,c7d7 e5e6 d7e7 e6f7,991,93,95,2078,advancedPawn crushing endgame fork knightEndgame short,https://lichess.org/zgB9vo3z/black#86,
06D4f,r7/ppp2Q2/8/4k3/3nb3/8/PPq2PPP/K2RR3 w - - 3 24,f2f3 c2b1 d1b1 d4c2,1347,91,60,676,mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/hHpLtZZ8#47,
06D6f,5k2/p2b1p2/5p1p/1p1N4/3bB3/1P4P1/P4PKP/8 w - - 4 34,g2f3 f6f5 e4d3 d7c6 f3f4 c6d5,1553,76,83,758,advantage endgame long master masterVsMaster pin,https://lichess.org/ctnTyO3v#67,
06D7Z,2N3k1/3p3p/p1p1p1pP/4P1q1/8/b1PQ4/P1K3P1/1r3B1R w - - 0 30,c2b1 g5c1,557,93,86,484,endgame mate mateIn1 oneMove,https://lichess.org/LjQlkuGj#59,
06DAB,6k1/p4pP1/p6Q/3pP3/2bP2q1/P4R2/3B2PP/1r4K1 w - - 1 29,g1f2 b1f1 f2e3 g4e4,1508,132,82,16,endgame mate mateIn2 short,https://lichess.org/SDa85sdA#57,
06DGd,8/8/p2K4/p6k/P5p1/1P6/7P/8 w - - 0 44,d6c5 h5h4 c5b6 h4h3 b6a5 h3h2 b3b4 g4g3,1155,138,85,25,crushing endgame pawnEndgame veryLong,https://lichess.org/4OuMZboa#87,
06DIb,8/8/p1r2pk1/R6p/1P3Pp1/6P1/5KP1/8 w - - 1 43,a5c5 c6c5 b4c5 g6f5 f2e3 f5e6 e3e4 f6f5 e4d4 e6d7,2540,91,81,46,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/RrIf73ue#85,
06DJ3,rr6/p1p1kppp/2P1p1q1/2P5/3P3b/1Q2P2P/P4NP1/R4RK1 w - - 9 24,b3d3 h4f2 f1f2 g6d3,1031,87,94,311,crushing kingsideAttack middlegame short,https://lichess.org/bW4GuIjq#47,
06DLj,8/5pk1/Q1P3p1/3B3p/5P1P/1P3RP1/P3rbK1/4q3 w - - 0 39,a6e2 e1g1 g2h3 g1h1,1284,75,68,211,endgame master mate mateIn2 short,https://lichess.org/AbNVVo8k#77,
06DMB,4r1k1/R1p3pp/2p5/4q3/4Np2/P3pP2/1PP2r2/2K3Q1 b - - 3 32,e5d5 e4f6 g8f8 f6d5,997,89,94,583,advantage endgame pin short,https://lichess.org/dLco3omB/black#64,
06DMD,6k1/p1p3pp/1n3p2/2q5/2Pp3P/1Qb3P1/P4P1N/6KB b - - 3 32,c5c4 b3c4 b6c4 h1d5 g8f8 d5c4,1449,78,92,1455,advantage endgame fork long,https://lichess.org/q0UP6vun/black#64,
06DT8,4r3/4qk1Q/2p1r1p1/p2p1p2/8/1P3RP1/P1P4P/5RK1 b - - 1 36,f7f6 f3f5 g6f5 f1f5,1840,79,88,1077,endgame killBoxMate mate mateIn2 sacrifice short,https://lichess.org/fNsqG8Jy/black#72,
06DUu,1r2rbk1/p4p1p/5Pp1/3p4/2pP1QP1/q1B4P/PP6/1K3R1R b - - 5 29,b8b2 c3b2 a3d3 b1a1 c4c3 b2c1,2054,74,86,402,advantage defensiveMove long middlegame,https://lichess.org/wb1hlG6a/black#58,
06DZF,r4r2/3p2kp/1q2p1p1/4Pp2/Rp1p1P2/1B1P3P/1PP1NQK1/8 w - - 6 33,f2d4 b6c6 g2f2 a8a4 b3a4 c6a4,1610,74,91,251,advantage long middlegame,https://lichess.org/f4YGUqPm#65,
06DZO,5rk1/3q3p/r2p1npQ/p1pPp1P1/Np2P3/1P3P2/P1P5/2KR3R b - - 0 21,f6h5 h1h5 g6h5 a4c5 d6c5 h6a6,2348,78,86,190,crushing long middlegame,https://lichess.org/f1wRwRo5/black#42,
06Daa,8/7p/1pk3p1/p4pP1/P2K1P1P/1P6/8/8 b - - 0 33,b6b5 d4e5 b5a4 b3a4 c6c5 e5f6 c5b4 f6g7 b4a4 g7h7,2245,79,89,436,endgame master,https://lichess.org/UxeyWarC/black#66,
06DdU,2r1kb1r/p1q1pppp/1p1p4/1P6/2n5/P1N1Q3/1BP2PPP/R3K1NR w KQk - 11 19,e3c1 c4b2 c1b2 c7c3 b2c3 c8c3,1012,79,77,129,advantage discoveredAttack long opening,https://lichess.org/wtskqSy6#37,
06DeN,6k1/R4pp1/3pq2p/6r1/1P6/P3PQ1r/3R1PP1/6K1 w - - 0 32,f3h3 e6h3 a7a8 g8h7,1024,79,97,1220,crushing endgame pin short,https://lichess.org/PutGoKG6#63,
06Df6,r2qr1k1/ppp2pp1/7p/4p3/2Bn4/3P1N1b/PPP2P2/R2QRNK1 w - - 2 15,f3e5 d8g5 f1g3 e8e5 e1e5 g5e5,1516,74,89,711,advantage intermezzo long opening,https://lichess.org/oPAz6pUT#29,Italian_Game Italian_Game_Anti-Fried_Liver_Defense
06Djd,6k1/6p1/7p/1P1pp3/3N4/P2q3P/1B4P1/4R2K w - - 0 40,e1e5 d3f1 h1h2 f1f4 h2g1 f4e5,1884,76,77,200,advantage endgame fork long master,https://lichess.org/NwJHHUn4#79,
06Dlh,1k1r4/ppp2p2/3q1np1/4b1Q1/4P3/2N2P1P/PP1BK1P1/3R4 w - - 2 19,g5e3 d6a6 e2f2 e5d4,2017,78,90,1074,crushing middlegame pin short,https://lichess.org/d8qaO9Ca#37,Englund_Gambit Englund_Gambit_Other_variations
06DmU,Q7/3q2bk/7p/p7/8/1P1P4/P5PP/6K1 w - - 3 36,a8a5 d7d4 g1f1 d4d3 f1f2 g7d4 f2e1 d4c3 a5c3 d3c3,2118,76,93,4047,crushing endgame fork veryLong,https://lichess.org/waUTta5k#71,
06Dpr,6r1/4kp1p/p1qp1p2/4p3/2PbP3/3P1QP1/Pr1B3P/5R1K b - - 3 23,b2d2 f3f6 e7e8 f6f7 e8d8 f7g8 d8c7 f1f7,1222,86,88,1528,attackingF2F7 crushing endgame fork veryLong,https://lichess.org/sdr0kg4T/black#46,
06Dpz,r1bqkbnr/ppp3pp/8/3pnP2/5P2/8/PPPP2PP/RNBQKB1R w KQkq - 0 6,f4e5 d8h4 g2g3 h4e4 d1e2 e4h1,1162,90,91,823,advantage fork long opening,https://lichess.org/0BxLVLeC#11,Kings_Gambit_Declined Kings_Gambit_Declined_Miles_Defense
06DqR,r5k1/2n5/5r1p/p1pP1N2/PpP2p1q/1P1Q4/3B1R1N/7K b - - 0 32,h4f2 h2g4 f6f5 g4f2,1982,77,92,1095,advantage fork middlegame short trappedPiece,https://lichess.org/WFMTvyki/black#64,
06DtY,8/8/8/PR5p/6pk/5p2/2r2P2/6K1 b - - 3 49,h4h3 b5h5,1231,320,43,6,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/PcJtHt49/black#98,
06DvC,5b1r/1k5p/p2p1Q2/1p6/1P1N4/P1nq4/5PPP/2R1K2R w K - 3 22,f6h8 f8h6 h8h7 d3h7,2148,75,89,401,crushing master middlegame short,https://lichess.org/dvUGXFnj#43,
06Dxh,r2q2k1/1bp2pBp/p5r1/R7/4Pn2/1P1P1N1P/1Q3PP1/3R2K1 w - - 3 24,a5g5 g6g5 f3g5 d8g5,1538,78,93,1701,crushing middlegame short,https://lichess.org/qayPvyGT#47,
06E3J,1Q6/7k/6p1/P4p1p/1p5P/1P3qPK/5P2/8 w - - 0 38,b8b4 f3h1,1406,88,76,268,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/mv5UOcJz#75,
06E6Y,r3r1k1/pp3ppp/5n2/2bP1Q2/2B2P1q/2P5/PP1B2PP/R4R1K w - - 1 20,h2h3 f6e4 d2e1 h4e1 f5f7 g8f7,2240,77,95,695,advantage long master middlegame,https://lichess.org/dcS3F5Jo#39,
06E8N,r3r1k1/p4pp1/2b4p/2p5/2Pq4/P2P2P1/2Q2PP1/1R2RBK1 w - - 2 22,c2b2 e8e1 b2d4 e1f1 b1f1 c5d4,1870,74,94,4266,advantage kingsideAttack long middlegame,https://lichess.org/cuaTvAsh#43,
06E98,5rk1/2Q5/1p4pp/p1pP4/P4r2/3B3n/1P3P1P/7K w - - 1 38,d3g6 h3f2 h1g2 f4g4,1131,102,60,23,crushing endgame short,https://lichess.org/tT0lMiyx#75,
06EKE,3kr3/p4p1R/1pp3p1/8/3P2Q1/2P3P1/P2K1P1P/7q w - - 5 34,h7f7 h1e1 d2c2 e8e2 g4e2 e1e2,1017,78,67,68,crushing endgame long,https://lichess.org/SZxn7zRZ#67,
06EMT,2r5/5pk1/8/p2p2r1/6b1/1PPBP1R1/P3N1P1/6K1 b - - 4 35,f7f6 g3g4 g5g4 d3f5 c8c4 b3c4,2005,78,82,81,advantage endgame fork long master sacrifice,https://lichess.org/VV97r6t4/black#70,
06EMn,8/1p2k3/p1p1pr2/P1Pp2b1/1P1P3p/3K3P/1R1BR1P1/3r4 w - - 10 48,d3c2 d1d2 e2d2 g5d2,1154,81,94,435,crushing endgame short,https://lichess.org/dArGRToS#95,
